gene_name	type	organism
LOC108176209	refseq	orycun2
LOC103346948	refseq	orycun2
LOC100346429	refseq	orycun2
LOC103346950	refseq	orycun2
SUGP2	refseq	orycun2
ARMC6	refseq	orycun2
SLC25A42	refseq	orycun2
LOC108176210	refseq	orycun2
LOC100347463	refseq	orycun2
SGS4	other	
GPER1	refseq	orycun2
LOC100347962	refseq	orycun2
LOC100348209	refseq	orycun2
LOC103346957	refseq	orycun2
LOC103346958	refseq	orycun2
OLFM1A	other	
OLFM1B	other	
OLFM1.L	other	
OLFM1	refseq	orycun2
LOC108176211	refseq	orycun2
VAV1	refseq	orycun2
LOC103346961	refseq	orycun2
TRIP10	refseq	orycun2
LOC108176212	refseq	orycun2
LOC100348967	refseq	orycun2
PDK3B	other	
LOC108176213	refseq	orycun2
LOC100349981	refseq	orycun2
IER2	refseq	orycun2
STX10	refseq	orycun2
NACC1	refseq	orycun2
TRMT1	refseq	orycun2
LOC100352478	refseq	orycun2
LOC100352230	refseq	orycun2
LOC108175440	refseq	orycun2
PPP1R14BL	other	mm9
LOC103346967	refseq	orycun2
WFDC1	refseq	orycun2
LOC103346969	refseq	orycun2
LOC100353240	refseq	orycun2
LOC103346970	refseq	orycun2
HSPBP1	refseq	orycun2
PPP6R1	refseq	orycun2
TMEM86B	refseq	orycun2
LOC103346972	refseq	orycun2
LOC103346973	refseq	orycun2
CG7296	other	
LOC100341753	refseq	orycun2
LOC108176216	refseq	orycun2
ALDH1A3	refseq	orycun2
RALDH3	other	
LOC105369201	other	hg19
MACROD1	other	
MACROD1	other	hg19
STIP1	refseq	orycun2
FERMT3	refseq	orycun2
TRPT1	refseq	orycun2
NUDT22	refseq	orycun2
DNAJC4	refseq	orycun2
LOC103346986	refseq	orycun2
LOC103346987	refseq	orycun2
LOC100357038	refseq	orycun2
LOC100357464	refseq	orycun2
LOC100357720	refseq	orycun2
UTF1	refseq	orycun2
KNDC1	refseq	orycun2
ADGRA1	refseq	orycun2
DEFA26	other	
DEFA21	other	
DEFA34L	other	
DEFA33L	other	
DEFA25	other	
DEFA27	other	
LOC574310	other	
LOC574308	other	
ROAD-1	other	
DEFA24	other	
INPP5A	refseq	orycun2
BORCS8	refseq	orycun2
RFXANK	refseq	orycun2
NR2C2AP	refseq	orycun2
NCAN	refseq	orycun2
GLUL	refseq	orycun2
LOC100337877	refseq	orycun2
LOC100338126	refseq	orycun2
ORYCUNV1R1573	refseq	orycun2
ARFGAP1	refseq	orycun2
LOC103347000	refseq	orycun2
BIRC7	refseq	orycun2
YTHDF1	refseq	orycun2
LOC103347001	refseq	orycun2
SGSH	other	
SGSH	other	hg19
SGSH	other	mm9
SPHM	other	
SLC26A11	refseq	orycun2
LOC103347003	refseq	orycun2
NACA.S	other	
EGD2	other	
CBS	refseq	orycun2
LOC100341151	refseq	orycun2
LOC103347006	refseq	orycun2
FRG2KP	other	hg19
LOC103347007	refseq	orycun2
SLC17A9	refseq	orycun2
LOC103347009	refseq	orycun2
MROH1	refseq	orycun2
HGH1	refseq	orycun2
WDR97	refseq	orycun2
LOC103347012	refseq	orycun2
LOC103347015	refseq	orycun2
ATP11A	refseq	orycun2
FGF4	refseq	orycun2
LOC103347017	refseq	orycun2
LOC108176218	refseq	orycun2
LOC108175449	refseq	orycun2
LOC103347018	refseq	orycun2
LOC100343703	refseq	orycun2
HMGN1.L	other	
LOC103347021	refseq	orycun2
LOC100345995	refseq	orycun2
ATAD3A	refseq	orycun2
VWA1	refseq	orycun2
LINC01770	other	hg19
TMEM88B	refseq	orycun2
ANKRD65	refseq	orycun2
LOC108176221	refseq	orycun2
MRPL20	refseq	orycun2
CCNL2	refseq	orycun2
AURKAIP1	refseq	orycun2
LOC103347026	refseq	orycun2
ZNF623	refseq	orycun2
TSTA3	refseq	orycun2
IFITM10	other	
IFITM10	other	mm9
LOC103347031	refseq	orycun2
LOC100216352	other	
RANBP3.L	other	
RANBP3B	other	
RANBP3A	other	
RANBP3	refseq	orycun2
DDX39A	other	mm9
AGOS_ADR260C	other	
UAP56	other	
ADGRE5	refseq	orycun2
LOC108176223	refseq	orycun2
RAB26	refseq	orycun2
LOC100272423	other	
PKD1	refseq	orycun2
LOC103347033	refseq	orycun2
IGFBP1	refseq	orycun2
LOC103347035	refseq	orycun2
LOC103347036	refseq	orycun2
DPYSL4	refseq	orycun2
STK32C	refseq	orycun2
GML	other	hg19
LOC103347039	refseq	orycun2
LOC108176225	refseq	orycun2
FIB	other	
LOC103347040	refseq	orycun2
LOC103347041	refseq	orycun2
LOC100350807	refseq	orycun2
LOC103347042	refseq	orycun2
PDZK1P1	other	hg19
RBFOX3	refseq	orycun2
ENGASE	refseq	orycun2
C1QTNF1	refseq	orycun2
LOC108176226	refseq	orycun2
LOC100352315	refseq	orycun2
LOC103347044	refseq	orycun2
LOC103347043	refseq	orycun2
PRDM12	refseq	orycun2
FUBP3	refseq	orycun2
NOP56.L	other	
LOC103347048	refseq	orycun2
LOC103347049	refseq	orycun2
BAHCC1	refseq	orycun2
LOC103347052	refseq	orycun2
CRTC1	refseq	orycun2
LOC103347057	refseq	orycun2
RFX1	refseq	orycun2
RLN3	refseq	orycun2
IL27RA	refseq	orycun2
HRH3	refseq	orycun2
MTG2	refseq	orycun2
SS18L1	refseq	orycun2
LOC103347060	refseq	orycun2
LETM1	other	
LOC108176227	refseq	orycun2
SFT2D1	refseq	orycun2
LOC103347068	refseq	orycun2
NKX6-2	refseq	orycun2
LOC103347071	refseq	orycun2
KLF5.S	other	
LOC103347075	refseq	orycun2
UBASH3A	refseq	orycun2
LOC100358411	refseq	orycun2
LOC103347076	refseq	orycun2
FCN2	other	
COL5A1	refseq	orycun2
ADGRL1	refseq	orycun2
ASF1B	refseq	orycun2
PRKACA	refseq	orycun2
LOC100338043	refseq	orycun2
LOC100338301	refseq	orycun2
LOC100339545	refseq	orycun2
LOC100339801	refseq	orycun2
LOC100340051	refseq	orycun2
LOC100340306	refseq	orycun2
LOC100340560	refseq	orycun2
OR7E37P	other	hg19
LOC103347079	refseq	orycun2
LOC103346966	refseq	orycun2
LOC100341333	refseq	orycun2
PMEPA1	refseq	orycun2
LOC103347083	refseq	orycun2
LOC108176232	refseq	orycun2
NANOS3	refseq	orycun2
MIR181C	other	hg19
MIR181C	other	mm9
LOC103347084	refseq	orycun2
MIR24-2	other	
MIR24B	other	
MIR24A-3	other	
MIR3074-2	other	mm9
MIR3074-2	other	
MIR24-1	other	
MIR24-2	other	mm9
MIR24	other	
MIR24A-1	other	
MIR24-3	other	
MIR24-2	other	hg19
MIR3074	other	hg19
ZSWIM4	refseq	orycun2
LOC100342106	refseq	orycun2
MRI1	refseq	orycun2
LOC103347087	refseq	orycun2
ZC3H3	refseq	orycun2
BAIAP2	refseq	orycun2
LOC108176233	refseq	orycun2
LOC103347091	refseq	orycun2
LOC100343120	refseq	orycun2
GCDH	refseq	orycun2
KLF1	refseq	orycun2
DNASE2	refseq	orycun2
MAST1	refseq	orycun2
MTERF4	refseq	orycun2
SNED1	refseq	orycun2
LOC103347097	refseq	orycun2
LRRC4B	refseq	orycun2
RBM44	refseq	orycun2
RGS8	refseq	orycun2
CD81.S	other	
CD81	other	
CD81	other	hg19
CD81	other	mm9
CD81A	other	
CD81B	other	
LOC103347101	refseq	orycun2
RPTOR	other	
LOC103347102	refseq	orycun2
ADGRE1	other	hg19
LOC100348720	refseq	orycun2
LOC100348969	refseq	orycun2
LOC103347105	refseq	orycun2
LOC103347106	refseq	orycun2
LOC103347107	refseq	orycun2
LOC108176235	refseq	orycun2
LOC103347112	refseq	orycun2
TRIM47	refseq	orycun2
LOC100350976	refseq	orycun2
MRPL38	refseq	orycun2
PGPEP1	refseq	orycun2
LSM4	refseq	orycun2
LOC108176236	refseq	orycun2
ABRAXAS2	other	hg19
LOC103347117	refseq	orycun2
LOC103347115	refseq	orycun2
GPC2	other	hg19
GAL3ST4	refseq	orycun2
LOC100351979	refseq	orycun2
LAMTOR4	refseq	orycun2
P2RY8	refseq	orycun2
ASMTL	refseq	orycun2
LOC100352996	refseq	orycun2
DEFA39	other	mm9
DEFA43	other	mm9
DEFA-PS1	other	mm9
DEFA27	other	mm9
DEFA28	other	mm9
DEFA25	other	mm9
DEFA38	other	mm9
DEFA42	other	mm9
LOC103347120	refseq	orycun2
LOC100354005	refseq	orycun2
LOC100354257	refseq	orycun2
AGRN	refseq	orycun2
ISG15	refseq	orycun2
PERM1	refseq	orycun2
LOC103347122	refseq	orycun2
ECSIT	refseq	orycun2
ZNF653	refseq	orycun2
LOC108176237	refseq	orycun2
CAMSAP1	refseq	orycun2
CLN8	refseq	orycun2
LOC103347127	refseq	orycun2
LOC103347128	refseq	orycun2
LOC100358325	refseq	orycun2
AGOS_AGR258C	other	
LOC103347134	refseq	orycun2
LOC103347135	refseq	orycun2
CTSD	refseq	orycun2
LOC100338210	refseq	orycun2
LOC100008826	refseq	orycun2
LOC103347140	refseq	orycun2
LOC100339453	refseq	orycun2
LOC100339703	refseq	orycun2
LOC100339960	refseq	orycun2
OFD1	refseq	orycun2
SEDL-1	other	
TRAPPC2	refseq	orycun2
RAB9A	refseq	orycun2
LCS	other	
LOC103347146	refseq	orycun2
CHST12	refseq	orycun2
LOC103347148	refseq	orycun2
OSBPL2	refseq	orycun2
ORYCUNV1R1647	refseq	orycun2
LOC100342015	refseq	orycun2
LOC103347150	refseq	orycun2
LOC103347149	refseq	orycun2
GSTP1	refseq	orycun2
LOC103347152	refseq	orycun2
LOC103347153	refseq	orycun2
LOC103347156	refseq	orycun2
LOC103347155	refseq	orycun2
LOC103347154	refseq	orycun2
LOC103347157	refseq	orycun2
CACFD1	refseq	orycun2
ADAMTS13	refseq	orycun2
RGS16	refseq	orycun2
RNASEL	refseq	orycun2
LOC103347163	refseq	orycun2
LOC103347164	refseq	orycun2
LOC108176239	refseq	orycun2
LOC103347165	refseq	orycun2
GRK4.L	other	
LOC103347166	refseq	orycun2
RASA3	refseq	orycun2
C12H13ORF46	other	
LOC103347168	refseq	orycun2
LOC103347169	refseq	orycun2
ORYCUNV1R1552	refseq	orycun2
LOC100344547	refseq	orycun2
LOC100344802	refseq	orycun2
LOC108176250	refseq	orycun2
LOC100345057	refseq	orycun2
ZG16	other	mm9
LOC103347173	refseq	orycun2
ANO1	other	mm9
ANO1.L	other	
ANO1	other	hg19
ANO1	other	
LOC103347174	refseq	orycun2
LOC100346862	refseq	orycun2
LOC284933	other	hg19
SAMD11	refseq	orycun2
LOC103347179	refseq	orycun2
LOC100347384	refseq	orycun2
LOC100347636	refseq	orycun2
LOC100347882	refseq	orycun2
MGAT5B	refseq	orycun2
T5E7.15; T5E7_15	other	
AIFM2.S	other	
MIR10390	other	
MTRNR2L10	other	hg19
MTRNR2L3	other	hg19
CCDC50.L	other	
MTRNR2L9	other	hg19
MIR1973	other	
MIR1973	other	hg19
LOC100349129	refseq	orycun2
LOC103347182	refseq	orycun2
CTU1	refseq	orycun2
KLK14	refseq	orycun2
LOC100350146	refseq	orycun2
LOC108176252	refseq	orycun2
LOC103347186	refseq	orycun2
LOC100350385	refseq	orycun2
CYHR1	refseq	orycun2
LOC108176253	refseq	orycun2
LOC100351134	refseq	orycun2
VPS28	refseq	orycun2
SLC39A4	refseq	orycun2
LOC103347188	refseq	orycun2
LOC100351387	refseq	orycun2
LOC103347191	refseq	orycun2
TSC2	refseq	orycun2
LOC108176254	refseq	orycun2
MTA1	refseq	orycun2
MTA1-LIKE	other	
MTA	other	
MTA1.S	other	
LOC108176255	refseq	orycun2
AEN	refseq	orycun2
ISG20	refseq	orycun2
PDGFA	refseq	orycun2
PRKAR1B	refseq	orycun2
LOC103347194	refseq	orycun2
LOC103347195	refseq	orycun2
BRSK1	refseq	orycun2
TMEM150B	refseq	orycun2
LOC103346911	refseq	orycun2
LOC100353151	refseq	orycun2
ATPAF2	other	
LOC103346910	refseq	orycun2
LOC100353656	refseq	orycun2
LOC103344958	refseq	orycun2
LOC108176258	refseq	orycun2
LOC103347198	refseq	orycun2
DBH	refseq	orycun2
LOC100354670	refseq	orycun2
LOC103347203	refseq	orycun2
LOC100354926	refseq	orycun2
KIFC2	refseq	orycun2
KCNJ12	other	mm9
KCNJ12	other	
IRK2	refseq	orycun2
KCNJ12	other	hg19
NUP62	refseq	orycun2
IL4I1	refseq	orycun2
PCK1	refseq	orycun2
SHANK1	refseq	orycun2
EHBP1L1	refseq	orycun2
KCNK7	refseq	orycun2
MAP3K11	refseq	orycun2
LOC103347207	refseq	orycun2
PCNX3	refseq	orycun2
F7	refseq	orycun2
F10	refseq	orycun2
LOC103347211	refseq	orycun2
LOC100357721	refseq	orycun2
MROH5	other	hg19
LOC100357978	refseq	orycun2
LOC103347214	refseq	orycun2
LOC103347215	refseq	orycun2
ANKRD10	refseq	orycun2
CDHR5	refseq	orycun2
IRF7	refseq	orycun2
PHRF1	refseq	orycun2
LOC103347220	refseq	orycun2
LOC103347221	refseq	orycun2
CCDC166	refseq	orycun2
MAPK15	refseq	orycun2
FAM83H	refseq	orycun2
LOC103347223	refseq	orycun2
LOC103347225	refseq	orycun2
LOC103347224	refseq	orycun2
RAPGEF1.S	other	
LOC103347227	refseq	orycun2
SH2D3C	refseq	orycun2
RNPEPL1	refseq	orycun2
CAPN10	refseq	orycun2
T07D3.11	other	
LOC100340380	refseq	orycun2
LOC108176261	refseq	orycun2
LOC108176260	refseq	orycun2
LOC103347236	refseq	orycun2
LOC100348543	refseq	orycun2
DECR2	refseq	orycun2
NME4	refseq	orycun2
LOC103347238	refseq	orycun2
LOC103347239	refseq	orycun2
LOC103347240	refseq	orycun2
GPAA1	refseq	orycun2
EXOSC4	refseq	orycun2
SLC6A19	refseq	orycun2
SLC6A18	refseq	orycun2
LOC108176263	refseq	orycun2
FAM20C	other	
FAM20C	other	hg19
FAM20C	other	mm9
FAM20CB	other	
FAM20CA	other	
FAM20C3	other	
FAM20C4	other	
LOC100343195	refseq	orycun2
MRFAP1	refseq	orycun2
LOC108176271	refseq	orycun2
S100P	refseq	orycun2
EXOG	refseq	orycun2
ACVR2B	refseq	orycun2
LOC103347245	refseq	orycun2
DEGS2	refseq	orycun2
CHRNA4	refseq	orycun2
LOC103347248	refseq	orycun2
CYP11A1	refseq	orycun2
LOC100345997	refseq	orycun2
LOC103347250	refseq	orycun2
ZNF579	refseq	orycun2
PLCD1	refseq	orycun2
LOC103347253	refseq	orycun2
LOC108176273	refseq	orycun2
LOC108176272	refseq	orycun2
LOC103347254	refseq	orycun2
LOC103347256	refseq	orycun2
NTSR1	refseq	orycun2
LOC108176274	refseq	orycun2
LOC103347259	refseq	orycun2
PSMA7	other	
PSMA7	other	mm9
PSMA7	other	hg19
PSMA7.S	other	
PSMA7.L	other	
LOC692896	other	
LSM14B	refseq	orycun2
LOC108176276	refseq	orycun2
CD248	refseq	orycun2
LOC103347266	refseq	orycun2
LOC103347267	refseq	orycun2
LOC103347268	refseq	orycun2
LOC103347269	refseq	orycun2
ZNF1162	other	
MIR4273	other	hg19
PARVG	refseq	orycun2
LILRA	other	
LILRA2	other	hg19
LOC100347041	refseq	orycun2
LOC103347271	refseq	orycun2
LOC103347272	refseq	orycun2
CDH26	refseq	orycun2
LOC108176278	refseq	orycun2
LOC103347274	refseq	orycun2
LOC103347276	refseq	orycun2
NDUFB5.L	other	
LOC108175437	refseq	orycun2
MUC6	refseq	orycun2
RBBP8NL	refseq	orycun2
LOC103347280	refseq	orycun2
LOC100348051	refseq	orycun2
LOC100348297	refseq	orycun2
LOC100355432	refseq	orycun2
LOC103347285	refseq	orycun2
LOC103347284	refseq	orycun2
LOC103347283	refseq	orycun2
LOC103347286	refseq	orycun2
UBE2S	refseq	orycun2
LOC103347288	refseq	orycun2
LOC103347287	refseq	orycun2
LOC108176279	refseq	orycun2
LOC103347289	refseq	orycun2
LOC103347291	refseq	orycun2
ZFP781	other	
ZNF1059	other	
LOC103347292	refseq	orycun2
LOC100341160	refseq	orycun2
LOC103347294	refseq	orycun2
LOC108176285	refseq	orycun2
LOC103347295	refseq	orycun2
ULBP21	other	
AHNAK2	refseq	orycun2
CCL26	other	
LOC108176287	refseq	orycun2
LOC108176288	refseq	orycun2
LOC108176289	refseq	orycun2
LOC103347296	refseq	orycun2
LOC100350067	refseq	orycun2
MAPK8IP3	refseq	orycun2
LOC103347299	refseq	orycun2
LOC103347300	refseq	orycun2
LOC103347301	refseq	orycun2
UBE2J2	refseq	orycun2
FAM132A	refseq	orycun2
LOC100351565	refseq	orycun2
LOC100351816	refseq	orycun2
LOC100352062	refseq	orycun2
LOC108176290	refseq	orycun2
LGALS3BP	refseq	orycun2
LOC108176291	refseq	orycun2
LOC100352568	refseq	orycun2
LOC103347307	refseq	orycun2
KLHL17	refseq	orycun2
NOC2L	refseq	orycun2
SH3BP1	refseq	orycun2
PDXP	refseq	orycun2
LOC103347309	refseq	orycun2
LOC103347310	refseq	orycun2
LOC100353834	refseq	orycun2
LOC100354094	refseq	orycun2
LOC100354341	refseq	orycun2
LOC100354590	refseq	orycun2
LOC100328625	refseq	orycun2
LOC103347314	refseq	orycun2
B4GAT1	refseq	orycun2
SLC29A2	refseq	orycun2
LOC103347315	refseq	orycun2
ANKMY1	other	hg19
LOC103347317	refseq	orycun2
CHST8	refseq	orycun2
LOC103347318	refseq	orycun2
LOC103347319	refseq	orycun2
LOC100356096	refseq	orycun2
IGHMBP2	refseq	orycun2
MRPL21	refseq	orycun2
CCDC40	refseq	orycun2
LOC103347324	refseq	orycun2
LOC103347325	refseq	orycun2
LOC103347326	refseq	orycun2
LOC100356351	refseq	orycun2
RBM17	refseq	orycun2
RBM17.S	other	
RBM17.L	other	
LOC103347328	refseq	orycun2
LOC103347329	refseq	orycun2
LOC100356613	refseq	orycun2
LOC100356864	refseq	orycun2
LOC108176296	refseq	orycun2
LOC103347331	refseq	orycun2
LOC103347332	refseq	orycun2
TRAPPC10	refseq	orycun2
LOC108176297	refseq	orycun2
LOC100337793	refseq	orycun2
LOC100338302	refseq	orycun2
GMEB2	refseq	orycun2
LOC108176298	refseq	orycun2
LOC100339296	refseq	orycun2
LOC103347334	refseq	orycun2
LOC108176299	refseq	orycun2
LOC100339546	refseq	orycun2
CEP104	refseq	orycun2
LOC103347338	refseq	orycun2
LOC108176300	refseq	orycun2
LOC103347337	refseq	orycun2
LOC100341078	refseq	orycun2
LOC100341334	refseq	orycun2
LOC108176303	refseq	orycun2
LOC108176304	refseq	orycun2
LOC100341594	refseq	orycun2
LOC103347339	refseq	orycun2
PTP4A3	refseq	orycun2
LOC108175434	refseq	orycun2
LOC103347342	refseq	orycun2
PYCR1	refseq	orycun2
MYADML2	refseq	orycun2
LOC100343030	refseq	orycun2
LOC103347343	refseq	orycun2
LOC108175461	refseq	orycun2
LOC103347344	refseq	orycun2
LOC103347345	refseq	orycun2
LOC103347346	refseq	orycun2
LOC103347347	refseq	orycun2
LOC100343788	refseq	orycun2
LOC100344043	refseq	orycun2
FOXI2.L	other	
FOXI2.S	other	
LOC103347351	refseq	orycun2
LOC108175433	refseq	orycun2
LOC103347352	refseq	orycun2
DNASE1L1	refseq	orycun2
RPL10	refseq	orycun2
LOC103347354	refseq	orycun2
LOC103347355	refseq	orycun2
LOC100346606	refseq	orycun2
LOC103347356	refseq	orycun2
ODF3L2	refseq	orycun2
MADCAM1	refseq	orycun2
TPGS1	refseq	orycun2
HIP1R	refseq	orycun2
VPS37B	refseq	orycun2
LOC100347883	refseq	orycun2
LOC103347358	refseq	orycun2
LOC103347359	refseq	orycun2
LOC103347361	refseq	orycun2
AXIN1	refseq	orycun2
LOC103347362	refseq	orycun2
LOC103347363	refseq	orycun2
LOC100348379	refseq	orycun2
LOC103347364	refseq	orycun2
DEFA-RS4	other	
LOC100275054	other	
DPY-3	other	
CG17105	other	
RTEL1	refseq	orycun2
LOC100348630	refseq	orycun2
LOC103347366	refseq	orycun2
ISOC2	refseq	orycun2
LOC103347367	refseq	orycun2
NDUFA11	refseq	orycun2
LOC103347368	refseq	orycun2
LOC100349900	refseq	orycun2
LOC103347371	refseq	orycun2
LOC103347372	refseq	orycun2
LOC103347373	refseq	orycun2
LOC103347374	refseq	orycun2
SMIM27	other	hg19
DFFB	refseq	orycun2
LOC100350386	refseq	orycun2
LOC103347375	refseq	orycun2
LOC103347376	refseq	orycun2
LOC108176307	refseq	orycun2
PABPC1.S	other	
PABPC1P2	other	hg19
PABPC1.L	other	
DGAT1	refseq	orycun2
HSF1	refseq	orycun2
LOC100351389	refseq	orycun2
MAD2L2	refseq	orycun2
LOC100351642	refseq	orycun2
LOC103347378	refseq	orycun2
LOC103347379	refseq	orycun2
LOC100352138	refseq	orycun2
LOC103347380	refseq	orycun2
ARHGEF16	refseq	orycun2
LOC103347382	refseq	orycun2
LOC103347383	refseq	orycun2
LOC103347384	refseq	orycun2
LOC100352647	refseq	orycun2
PDE9A	refseq	orycun2
GM5294	other	mm9
FOXL3	other	hg19
TRMT44	refseq	orycun2
LOC100345312	refseq	orycun2
LOC103347387	refseq	orycun2
LOC103347393	refseq	orycun2
LOC103347394	refseq	orycun2
LOC100354413	refseq	orycun2
LOC100354927	refseq	orycun2
LOC103347395	refseq	orycun2
LOC100355436	refseq	orycun2
LOC103347397	refseq	orycun2
LAMA5	refseq	orycun2
KCNK4	refseq	orycun2
TEX40	refseq	orycun2
ESRRA	refseq	orycun2
ASRNA:CR45870	other	
CG2076	other	
LOC693078	other	
LOC362921	other	
LOC103347401	refseq	orycun2
LOC103347402	refseq	orycun2
SPIB	refseq	orycun2
MYBPC2	refseq	orycun2
ZFAND5B	other	
ZFAND5A	other	
ZFAND5.S	other	
ZFAND5.L	other	
LOC100168509	other	
AN1	other	
SAP5	other	
ENDOV	refseq	orycun2
OLFR329	other	mm9
OLR1423	other	
OLFR224	other	mm9
OLFR331	other	mm9
OLFR325	other	mm9
OLFR330	other	mm9
OLR1418	other	
OLR1417	other	
OLR1422	other	
OLR1424	other	
OLR1425	other	
OLFR328	other	mm9
OLR1428	other	
OLR1421	other	
OLR1416	other	
OR2T10	other	hg19
LOC103347404	refseq	orycun2
LOC100358238	refseq	orycun2
LOC108176308	refseq	orycun2
LOC100359023	refseq	orycun2
MLST8	refseq	orycun2
BRICD5	refseq	orycun2
MYMK	other	hg19
ACP5	refseq	orycun2
PALM	refseq	orycun2
GSDMD	refseq	orycun2
MROH6	refseq	orycun2
NAPRT	refseq	orycun2
LOC100339134	refseq	orycun2
LOC100339377	refseq	orycun2
TARDBP	refseq	orycun2
LOC100340309	refseq	orycun2
LOC103347412	refseq	orycun2
DMRTC2	refseq	orycun2
LOC103347414	refseq	orycun2
LOC108176310	refseq	orycun2
LOC103347415	refseq	orycun2
SELO	refseq	orycun2
LOC103347416	refseq	orycun2
LOC103347418	refseq	orycun2
LOC100342361	refseq	orycun2
LOC103347419	refseq	orycun2
LOC100342614	refseq	orycun2
LOC103347420	refseq	orycun2
NR1H2	refseq	orycun2
NAPSA	refseq	orycun2
ORYCUNV1R1516	refseq	orycun2
LOC103347423	refseq	orycun2
LOC100343379	refseq	orycun2
ZNF599	other	hg19
LOC103347425	refseq	orycun2
LOC103347426	refseq	orycun2
LOC103347427	refseq	orycun2
LOC100343635	refseq	orycun2
LOC103347428	refseq	orycun2
LOC100343881	refseq	orycun2
LOC108176311	refseq	orycun2
LOC103347430	refseq	orycun2
LOC103347431	refseq	orycun2
LOC103347432	refseq	orycun2
LOC103347433	refseq	orycun2
RDH13	refseq	orycun2
ATP13A2	refseq	orycun2
TNNT1	refseq	orycun2
LOC103347436	refseq	orycun2
LOC103347437	refseq	orycun2
LOC103347438	refseq	orycun2
LOC103347439	refseq	orycun2
LOC103347440	refseq	orycun2
LOC103347441	refseq	orycun2
LOC108176313	refseq	orycun2
ARFGAP3	refseq	orycun2
MAN2B2	refseq	orycun2
LOC103347447	refseq	orycun2
LOC103347449	refseq	orycun2
IFIT1	other	hg19
IFIT1	other	
IFIT1BL1	other	mm9
IFIT1B	other	hg19
LOC103347451	refseq	orycun2
LOC103347452	refseq	orycun2
LOC103347453	refseq	orycun2
LOC108176315	refseq	orycun2
ACPT	refseq	orycun2
ACOX3	refseq	orycun2
LOC103347456	refseq	orycun2
LOC100346433	refseq	orycun2
LOC100346690	refseq	orycun2
ORYCUNV1R1559	refseq	orycun2
LOC103347457	refseq	orycun2
LOC103347458	refseq	orycun2
LOC103347459	refseq	orycun2
LOC103347462	refseq	orycun2
LOC100125980	refseq	orycun2
LOC103347465	refseq	orycun2
LOC108176316	refseq	orycun2
PRKCZ	refseq	orycun2
LOC103347468	refseq	orycun2
LOC108175426	refseq	orycun2
PPP1R12C	refseq	orycun2
LOC103347471	refseq	orycun2
GABRD	refseq	orycun2
WRB	refseq	orycun2
SLC25A10	refseq	orycun2
LOC108176317	refseq	orycun2
LOC103347474	refseq	orycun2
LOC100348971	refseq	orycun2
LOC103347476	refseq	orycun2
LOC103347477	refseq	orycun2
68121.RRNA00002	other	
51593.RRNA00002	other	
ENPP7	refseq	orycun2
LOC103347478	refseq	orycun2
LOC108176319	refseq	orycun2
LOC103347479	refseq	orycun2
RAB7B	refseq	orycun2
LOC108176320	refseq	orycun2
LOC100350231	refseq	orycun2
PTPRH	refseq	orycun2
LOC100350471	refseq	orycun2
LOC103347481	refseq	orycun2
NPL	refseq	orycun2
INS	refseq	orycun2
LOC108176323	refseq	orycun2
LOC108176324	refseq	orycun2
LOC103347486	refseq	orycun2
LOC103347487	refseq	orycun2
LOC103347490	refseq	orycun2
TMEM189	refseq	orycun2
LOC100352235	refseq	orycun2
LOC100008606	refseq	orycun2
LOC103347493	refseq	orycun2
LOC103347494	refseq	orycun2
TOR4A	refseq	orycun2
LOC100352743	refseq	orycun2
PGGHG	refseq	orycun2
IFITM5	refseq	orycun2
LOC100353245	refseq	orycun2
LOC103347500	refseq	orycun2
PPP1R14B.L	other	
PPP1R14B.S	other	
PPP1R14BA	other	
RPL22B	other	
LOC400710	other	hg19
PTDSS2	refseq	orycun2
LOC108176326	refseq	orycun2
LOC103347507	refseq	orycun2
LOC103347508	refseq	orycun2
LOC103347511	refseq	orycun2
TMEM255B	refseq	orycun2
SCRT1	refseq	orycun2
LOC100355521	refseq	orycun2
LOC103347513	refseq	orycun2
FBXL6	refseq	orycun2
TMEM249	refseq	orycun2
ORAOV1	refseq	orycun2
LOC103347517	refseq	orycun2
LOC103347518	refseq	orycun2
LOC102416255	other	
LOC100356014	refseq	orycun2
CRYAA	refseq	orycun2
LOC103347520	refseq	orycun2
LOC100356530	refseq	orycun2
LOC103347521	refseq	orycun2
LOC103347526	refseq	orycun2
BEGAIN	refseq	orycun2
LOC100357554	refseq	orycun2
LOC103347528	refseq	orycun2
LOC103347529	refseq	orycun2
LOC108176329	refseq	orycun2
GPM6B	refseq	orycun2
FGF19	refseq	orycun2
LOC103347534	refseq	orycun2
LOC103347535	refseq	orycun2
LOC103347536	refseq	orycun2
BAD	refseq	orycun2
LOC108176330	refseq	orycun2
LOC103347537	refseq	orycun2
LOC100358849	refseq	orycun2
GLTSCR2	refseq	orycun2
LOC103347539	refseq	orycun2
LOC103347540	refseq	orycun2
LOC103347541	refseq	orycun2
LOC100359108	refseq	orycun2
LOC103347542	refseq	orycun2
LOC100337703	refseq	orycun2
OLFR829	other	mm9
TMEM52	refseq	orycun2
LOC100338718	refseq	orycun2
INTS1	refseq	orycun2
LOC103347545	refseq	orycun2
LOC103347546	refseq	orycun2
GM9736	other	mm9
GM9507	other	mm9
LOC690386	other	
GM3238	other	mm9
GM19402	other	mm9
LOC103347548	refseq	orycun2
LOC103347549	refseq	orycun2
LOC103347550	refseq	orycun2
LOC100339705	refseq	orycun2
CCDC61	refseq	orycun2
PGLYRP1	refseq	orycun2
